"fileid"	"votetitle"	"fulltitle"	"policyarea"	"docref"	"dossiercommittee"	"epref"	"legalbasis"	"reporterinfo"	"reporterid"	"date"	"votescount"	"for"	"against"	"abstain"	
"6422"	"B7-0074/2014 - Résolution"	""	""	""	""	"B7-0074/2014"	""	"&key=0"	""	"2014-02-06"	"583"	"468"	"80"	"35"	
"7140"	"A7-0182/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0182/2014"	""	"&key=0"	""	"2014-04-03"	"580"	"490"	"73"	"17"	
"7491"	"B7-0367/2014 - Résolution"	""	""	""	""	"B7-0367/2014"	""	"&key=0"	""	"2014-04-17"	"559"	"461"	"89"	"9"	
"6796"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Am 56"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"613"	"35"	"571"	"7"	
"7265"	"A7-0162/2014 - Mario Pirillo - Am 338D/2"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"639"	"180"	"459"	"0"	
"6411"	"A7-0047/2014 - Anne Delvaux - Proposition de résolution"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"630"	"341"	"263"	"26"	
"6207"	"A7-0028/2014 - András Gyürk - Résolution"	""	"Industry, Research and Energy"	""	""	"A7-0028/2014"	""	"&key=0"	""	"2014-02-04"	"627"	"505"	"97"	"25"	
"6394"	"A7-0047/2014 - Anne Delvaux - Considérant AF"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"639"	"609"	"26"	"4"	
"7452"	"A7-0257/2014 - Roberta Metsola - Approbation"	""	""	""	""	"A7-0257/2014"	""	"&key=0"	""	"2014-04-17"	"544"	"529"	"12"	"3"	
"7179"	"A7-0217/2014 - Esther Herranz García - Résolution législative"	""	""	""	""	"A7-0217/2014"	""	"&key=0"	""	"2014-04-15"	"672"	"557"	"103"	"12"	
"7205"	"A7-0105/2014 - Teresa Riera Madurell - Am 67"	""	""	""	""	"A7-0105/2014"	""	"&key=0"	""	"2014-04-15"	"670"	"108"	"553"	"9"	
"7230"	"A7-0254/2014 - Jean-Luc Dehaene et Ivailo Kalfin - Considérant D"	""	""	""	""	"A7-0254/2014"	""	"&key=0"	""	"2014-04-15"	"660"	"488"	"160"	"12"	
"6474"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 39"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"678"	"572"	"92"	"14"	
"6031"	"A7-0430/2013 - Chris Davies - § 12/2"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0430/2013"	""	"&key=0"	""	"2014-01-14"	"691"	"310"	"370"	"11"	
"6365"	"A7-0047/2014 - Anne Delvaux - § 133/3"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"651"	"337"	"305"	"9"	
"7405"	"A7-0174/2014 - Margrete Auken - Proposition modifiée"	""	""	""	""	"A7-0174/2014"	""	"&key=0"	""	"2014-04-16"	"665"	"543"	"54"	"68"	
"7406"	"A7-0174/2014 - Margrete Auken - Résolution législative"	""	""	""	""	"A7-0174/2014"	""	"&key=0"	""	"2014-04-16"	"662"	"539"	"51"	"72"	
"7031"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 72/1"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"613"	"553"	"53"	"7"	
"6908"	"A7-0159/2014 - Eider Gardiazábal Rubial - Am 14"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"539"	"83"	"433"	"23"	
"6206"	"A7-0028/2014 - András Gyürk - Considérant M/2"	""	"Industry, Research and Energy"	""	""	"A7-0028/2014"	""	"&key=0"	""	"2014-02-04"	"647"	"342"	"291"	"14"	
"6930"	"RC-B7-0263/2014 - Am 37"	""	""	""	""	"RC-B7-0263/2014"	""	"&key=0"	""	"2014-03-13"	"476"	"45"	"416"	"15"	
"7083"	"A7-0242/2014 - Markus Pieper - Am 2"	""	""	""	""	"A7-0242/2014"	""	"&key=0"	""	"2014-04-03"	"622"	"289"	"320"	"13"	
"6163"	"A7-0323/2013 - Adina-Ioana Vălean - Am 43"	""	"Industry, Research and Energy"	""	""	"A7-0323/2013"	""	"&key=0"	""	"2014-02-04"	"675"	"108"	"560"	"7"	
"6742"	"A7-0139/2014 - Claude Moraes - Am 2"	""	""	""	""	"A7-0139/2014"	""	"&key=0"	""	"2014-03-12"	"678"	"204"	"454"	"20"	
"7146"	"A7-0184/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0184/2014"	""	"&key=0"	""	"2014-04-03"	"569"	"477"	"78"	"14"	
"6765"	"RC-B7-0229/2014 - Am 2= Am 1"	""	""	""	""	"RC-B7-0229/2014"	""	"&key=0"	""	"2014-03-12"	"663"	"633"	"21"	"9"	
"7155"	"A7-0197/2014 - Paul Rübig - Résolution"	""	""	""	""	"A7-0197/2014"	""	"&key=0"	""	"2014-04-03"	"551"	"474"	"58"	"19"	
"6344"	"A7-0047/2014 - Anne Delvaux - § 87/2"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"658"	"529"	"111"	"18"	
"6556"	"A7-0085/2014 - Werner Langen - Am 1 pc (Article 21 bis)"	""	""	""	""	"A7-0085/2014"	""	"&key=0"	""	"2014-02-26"	"651"	"578"	"69"	"4"	
"6027"	"A7-0430/2013 - Chris Davies - Am 2"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0430/2013"	""	"&key=0"	""	"2014-01-14"	"685"	"84"	"581"	"20"	
"6835"	"A7-0135/2014 - Alejandro Cercas - § 11/4"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"607"	"503"	"92"	"12"	
"6633"	"A7-0003/2014 - Eva Lichtenberger - Vote unique"	""	""	""	""	"A7-0003/2014"	""	"&key=0"	""	"2014-03-11"	"672"	"645"	"24"	"3"	
"7356"	"A7-0264/2014 - Danuta Maria Hübner - Vote unique"	""	""	""	""	"A7-0264/2014"	""	"&key=0"	""	"2014-04-16"	"670"	"591"	"57"	"22"	
"6465"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 14/1"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"682"	"577"	"59"	"46"	
"6231"	"A7-0053/2014 - Christofer Fjellner - Am 30/7"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"675"	"500"	"166"	"9"	
"6882"	"A7-0135/2014 - Alejandro Cercas - Considérant B/2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"604"	"444"	"153"	"7"	
"7443"	"A7-0110/2014 - Vital Moreira - Am 2"	""	""	""	""	"A7-0110/2014"	""	"&key=0"	""	"2014-04-16"	"576"	"43"	"474"	"59"	
"7308"	"A7-0147/2014 - Hynek Fajmon - Résolution législative"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"648"	"478"	"146"	"24"	
"7427"	"A7-0268/2014 - Anne E. Jensen et Jean-Luc Dehaene - Résolution législative"	""	""	""	""	"A7-0268/2014"	""	"&key=0"	""	"2014-04-16"	"534"	"423"	"103"	"8"	
"6072"	"B7-0001/2014 - Am 13"	""	""	""	""	"B7-0001/2014"	""	"&key=0"	""	"2014-01-15"	"678"	"175"	"496"	"7"	
"6363"	"A7-0047/2014 - Anne Delvaux - Am 24"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"653"	"324"	"315"	"14"	
"7500"	"B7-0415/2014 - § 11"	""	""	""	""	"B7-0415/2014"	""	"&key=0"	""	"2014-04-17"	"533"	"443"	"74"	"16"	
"6456"	"A7-0075/2014 - Antonyia Parvanova - Considérant AL"	""	""	""	""	"A7-0075/2014"	""	"&key=0"	""	"2014-02-25"	"679"	"669"	"0"	"10"	
"6445"	"A7-0377/2013 - Cecilia Wikström - Am 13"	""	""	""	""	"A7-0377/2013"	""	"&key=0"	""	"2014-02-25"	"679"	"556"	"106"	"17"	
"7353"	"A7-0191/2014 - Krzysztof Lisek - Approbation"	""	""	""	""	"A7-0191/2014"	""	"&key=0"	""	"2014-04-16"	"673"	"613"	"29"	"31"	
"6447"	"A7-0377/2013 - Cecilia Wikström - Résolution législative"	""	""	""	""	"A7-0377/2013"	""	"&key=0"	""	"2014-02-25"	"678"	"578"	"79"	"21"	
"6074"	"B7-0001/2014 - § 5/2"	""	""	""	""	"B7-0001/2014"	""	"&key=0"	""	"2014-01-15"	"683"	"612"	"68"	"3"	
"6678"	"A7-0131/2014 - Jarosław Leszek Wałęsa - Résolution"	""	""	""	""	"A7-0131/2014"	""	"&key=0"	""	"2014-03-11"	"662"	"482"	"120"	"60"	
"6790"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Am 41"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"610"	"254"	"342"	"14"	
"6643"	"A7-0116/2014 - Iuliu Winkler - Am 1"	""	""	""	""	"A7-0116/2014"	""	"&key=0"	""	"2014-03-11"	"676"	"40"	"624"	"12"	
"7437"	"A7-0072/2014 - Frédéric Daerden - Am 48"	""	""	""	""	"A7-0072/2014"	""	"&key=0"	""	"2014-04-16"	"574"	"461"	"69"	"44"	
"6713"	"A7-0095/2014 - Marian-Jean Marinescu - Am 27"	""	""	""	""	"A7-0095/2014"	""	"&key=0"	""	"2014-03-12"	"659"	"355"	"260"	"44"	
"6455"	"A7-0075/2014 - Antonyia Parvanova - Considérant AF"	""	""	""	""	"A7-0075/2014"	""	"&key=0"	""	"2014-02-25"	"682"	"680"	"0"	"2"	
"6046"	"A7-0458/2013 - Jutta Steinruck - § 19/1"	""	"Employment and Social Affairs"	""	""	"A7-0458/2013"	""	"&key=0"	""	"2014-01-14"	"689"	"614"	"13"	"62"	
"6414"	"B7-0138/2014 - Am 1"	""	""	""	""	"B7-0138/2014"	""	"&key=0"	""	"2014-02-06"	"592"	"542"	"44"	"6"	
"6642"	"A7-0164/2014 - Dagmar Roth-Behrendt - Vote unique"	""	""	""	""	"A7-0164/2014"	""	"&key=0"	""	"2014-03-11"	"668"	"479"	"164"	"25"	
"6601"	"A7-0373/2013 - Mariya Gabriel - Résolution législative"	""	""	""	""	"A7-0373/2013"	""	"&key=0"	""	"2014-02-27"	"577"	"523"	"41"	"13"	
"6838"	"A7-0135/2014 - Alejandro Cercas - Am 2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"611"	"98"	"497"	"16"	
"6903"	"A7-0159/2014 - Eider Gardiazábal Rubial - Am 20"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"553"	"32"	"445"	"76"	
"6687"	"A7-0048/2014 - Anthea McIntyre - § 27/2"	""	""	""	""	"A7-0048/2014"	""	"&key=0"	""	"2014-03-11"	"669"	"315"	"342"	"12"	
"6290"	"A7-0047/2014 - Anne Delvaux - § 8/2"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"657"	"587"	"67"	"3"	
"6192"	"A7-0028/2014 - András Gyürk - § 11/2"	""	"Industry, Research and Energy"	""	""	"A7-0028/2014"	""	"&key=0"	""	"2014-02-04"	"665"	"557"	"95"	"13"	
"6926"	"RC-B7-0263/2014 - Am 30"	""	""	""	""	"RC-B7-0263/2014"	""	"&key=0"	""	"2014-03-13"	"489"	"221"	"249"	"19"	
"7117"	"A7-0208/2014 - Petri Sarvamaa - décision (ensemble du texte)"	""	""	""	""	"A7-0208/2014"	""	"&key=0"	""	"2014-04-03"	"605"	"507"	"75"	"23"	
"6511"	"B7-0186/2014 - Décision"	""	""	""	""	"B7-0186/2014"	""	"&key=0"	""	"2014-02-26"	"653"	"493"	"128"	"32"	
"6680"	"A7-0048/2014 - Anthea McIntyre - § 2/2"	""	""	""	""	"A7-0048/2014"	""	"&key=0"	""	"2014-03-11"	"661"	"510"	"145"	"6"	
"7243"	"A7-0162/2014 - Mario Pirillo - Am 203"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"646"	"569"	"72"	"5"	
"6463"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 4/2"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"663"	"514"	"122"	"27"	
"7465"	"A7-0277/2014 - Salvador Garriga Polledo - Am 32"	""	""	""	""	"A7-0277/2014"	""	"&key=0"	""	"2014-04-17"	"578"	"138"	"423"	"17"	
"6226"	"A7-0053/2014 - Christofer Fjellner - Am 30/2"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"666"	"500"	"159"	"7"	
"6156"	"A7-0319/2013 - Sari Essayah - Résolution législative"	""	"Employment and Social Affairs"	""	""	"A7-0319/2013"	""	"&key=0"	""	"2014-02-04"	"676"	"656"	"15"	"5"	
"6611"	"A7-0051/2014 - Louis Michel - Am 3"	""	""	""	""	"A7-0051/2014"	""	"&key=0"	""	"2014-02-27"	"591"	"80"	"333"	"178"	
"7166"	"A7-0261/2014 - Frédéric Daerden - Vote unique"	""	""	""	""	"A7-0261/2014"	""	"&key=0"	""	"2014-04-15"	"673"	"592"	"72"	"9"	
"6832"	"A7-0135/2014 - Alejandro Cercas - § 11/1"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"612"	"529"	"74"	"9"	
"6141"	"RC-B7-0008/2014 - Am 1"	""	""	""	""	"RC-B7-0008/2014"	""	"&key=0"	""	"2014-01-16"	"610"	"287"	"315"	"8"	
"7061"	"A7-0190/2014 - Pilar del Castillo Vera - Am 235=242/1"	""	""	""	""	"A7-0190/2014"	""	"&key=0"	""	"2014-04-03"	"608"	"481"	"120"	"7"	
"6047"	"A7-0458/2013 - Jutta Steinruck - § 19/2"	""	"Employment and Social Affairs"	""	""	"A7-0458/2013"	""	"&key=0"	""	"2014-01-14"	"675"	"365"	"304"	"6"	
"7057"	"A7-0167/2014 - Pablo Zalba Bidegain - Am 30"	""	""	""	""	"A7-0167/2014"	""	"&key=0"	""	"2014-04-03"	"608"	"330"	"264"	"14"	
"7252"	"A7-0162/2014 - Mario Pirillo - Article 76 § 3"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"644"	"352"	"288"	"4"	
"7512"	"B7-0415/2014 - Résolution"	""	""	""	""	"B7-0415/2014"	""	"&key=0"	""	"2014-04-17"	"510"	"311"	"184"	"15"	
"7487"	"B7-0367/2014 - Am 5"	""	""	""	""	"B7-0367/2014"	""	"&key=0"	""	"2014-04-17"	"566"	"229"	"330"	"7"	
"6610"	"A7-0051/2014 - Louis Michel - Am 1"	""	""	""	""	"A7-0051/2014"	""	"&key=0"	""	"2014-02-27"	"593"	"205"	"366"	"22"	
"6287"	"A7-0047/2014 - Anne Delvaux - Am 26"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"669"	"315"	"343"	"11"	
"7141"	"A7-0193/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0193/2014"	""	"&key=0"	""	"2014-04-03"	"579"	"495"	"73"	"11"	
"6649"	"A7-0392/2013 - Ivailo Kalfin - Am 100"	""	""	""	""	"A7-0392/2013"	""	"&key=0"	""	"2014-03-11"	"677"	"53"	"613"	"11"	
"7272"	"A7-0129/2014 - Marit Paulsen - Am 90"	""	""	""	""	"A7-0129/2014"	""	"&key=0"	""	"2014-04-15"	"652"	"584"	"54"	"14"	
"6574"	"A7-0065/2014 - Wolf Klinz - Résolution"	""	""	""	""	"A7-0065/2014"	""	"&key=0"	""	"2014-02-26"	"634"	"560"	"55"	"19"	
"7053"	"A7-0079/2014 - Peter Liese - Am 30pc"	""	""	""	""	"A7-0079/2014"	""	"&key=0"	""	"2014-04-03"	"594"	"444"	"127"	"23"	
"7012"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 28/1"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"618"	"527"	"80"	"11"	
"6191"	"A7-0001/2014 - Norica Nicolai - Résolution"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0001/2014"	""	"&key=0"	""	"2014-02-04"	"666"	"327"	"303"	"36"	
"7143"	"A7-0183/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0183/2014"	""	"&key=0"	""	"2014-04-03"	"570"	"483"	"77"	"10"	
"6688"	"A7-0048/2014 - Anthea McIntyre - § 32"	""	""	""	""	"A7-0048/2014"	""	"&key=0"	""	"2014-03-11"	"656"	"113"	"530"	"13"	
"6716"	"A7-0098/2014 - David-Maria Sassoli - Résolution législative"	""	""	""	""	"A7-0098/2014"	""	"&key=0"	""	"2014-03-12"	"678"	"614"	"56"	"8"	
"7084"	"A7-0242/2014 - Markus Pieper - Am 3"	""	""	""	""	"A7-0242/2014"	""	"&key=0"	""	"2014-04-03"	"617"	"281"	"314"	"22"	
"6816"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Résolution"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"615"	"448"	"140"	"27"	
"6805"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - § 106/2"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"613"	"467"	"135"	"11"	
"6897"	"A7-0159/2014 - Eider Gardiazábal Rubial - Am 12"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"562"	"35"	"453"	"74"	
"6222"	"A7-0053/2014 - Christofer Fjellner - Am 87=Am 90"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"672"	"345"	"320"	"7"	
"6217"	"A7-0053/2014 - Christofer Fjellner - Am 47"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"671"	"470"	"184"	"17"	
"6620"	"A7-0051/2014 - Louis Michel - Am 6"	""	""	""	""	"A7-0051/2014"	""	"&key=0"	""	"2014-02-27"	"573"	"108"	"361"	"104"	
"6167"	"A7-0056/2014 - Sajjad Karim - Am 2"	""	"Legal Affairs"	""	""	"A7-0056/2014"	""	"&key=0"	""	"2014-02-04"	"675"	"300"	"360"	"15"	
"7224"	"A7-0254/2014 - Jean-Luc Dehaene et Ivailo Kalfin - § 16/1"	""	""	""	""	"A7-0254/2014"	""	"&key=0"	""	"2014-04-15"	"670"	"534"	"114"	"22"	
"7357"	"A7-0123/2014 - Zita Gurmai - Am 4"	""	""	""	""	"A7-0123/2014"	""	"&key=0"	""	"2014-04-16"	"673"	"599"	"61"	"13"	
"6126"	"RC-B7-0016/2014 - Considérant H"	""	""	""	""	"RC-B7-0016/2014"	""	"&key=0"	""	"2014-01-16"	"629"	"573"	"18"	"38"	
"6166"	"A7-0056/2014 - Sajjad Karim - Am 1"	""	"Legal Affairs"	""	""	"A7-0056/2014"	""	"&key=0"	""	"2014-02-04"	"679"	"537"	"125"	"17"	
"6661"	"A7-0137/2014 - Marian-Jean Marinescu - Résolution"	""	""	""	""	"A7-0137/2014"	""	"&key=0"	""	"2014-03-11"	"684"	"640"	"32"	"12"	
"6616"	"A7-0051/2014 - Louis Michel - § 62, tiret 5"	""	""	""	""	"A7-0051/2014"	""	"&key=0"	""	"2014-02-27"	"580"	"573"	"3"	"4"	
"6348"	"A7-0047/2014 - Anne Delvaux - § 91"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"649"	"495"	"131"	"23"	
"7275"	"A7-0129/2014 - Marit Paulsen - Am 350"	""	""	""	""	"A7-0129/2014"	""	"&key=0"	""	"2014-04-15"	"641"	"261"	"360"	"20"	
"6184"	"A7-0001/2014 - Norica Nicolai - § 3/2"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0001/2014"	""	"&key=0"	""	"2014-02-04"	"671"	"275"	"386"	"10"	
"7216"	"A7-0258/2014 - Roberto Gualtieri - décision"	""	""	""	""	"A7-0258/2014"	""	"&key=0"	""	"2014-04-15"	"667"	"646"	"7"	"14"	
"6863"	"A7-0135/2014 - Alejandro Cercas - § 40/2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"612"	"489"	"113"	"10"	
"6421"	"B7-0074/2014 - Am 16"	""	""	""	""	"B7-0074/2014"	""	"&key=0"	""	"2014-02-06"	"580"	"31"	"535"	"14"	
"7306"	"A7-0147/2014 - Hynek Fajmon - Am 150"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"639"	"263"	"365"	"11"	
"6783"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Am 16"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"608"	"282"	"320"	"6"	
"6862"	"A7-0135/2014 - Alejandro Cercas - § 40/1"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"613"	"494"	"115"	"4"	
"7034"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 79"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"621"	"507"	"99"	"15"	
"6282"	"A7-0047/2014 - Anne Delvaux - § 5"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"657"	"412"	"237"	"8"	
"7493"	"B7-0415/2014 - § 1/2"	""	""	""	""	"B7-0415/2014"	""	"&key=0"	""	"2014-04-17"	"548"	"489"	"56"	"3"	
"6995"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 1/1"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"625"	"509"	"101"	"15"	
"6142"	"RC-B7-0008/2014 - Am 7"	""	""	""	""	"RC-B7-0008/2014"	""	"&key=0"	""	"2014-01-16"	"606"	"252"	"334"	"20"	
"7004"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 9/2"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"623"	"236"	"324"	"63"	
"6410"	"A7-0047/2014 - Anne Delvaux - Considérant BX"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"649"	"620"	"19"	"10"	
"6189"	"A7-0001/2014 - Norica Nicolai - § 16/2"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0001/2014"	""	"&key=0"	""	"2014-02-04"	"658"	"557"	"85"	"16"	
"6624"	"A7-0051/2014 - Louis Michel - Propositiion de résolution commission LIBE"	""	""	""	""	"A7-0051/2014"	""	"&key=0"	""	"2014-02-27"	"583"	"312"	"244"	"27"	
"6262"	"A7-0481/2013 - Klaus-Heiner Lehne - Résolution législative"	""	"Legal Affairs"	""	""	"A7-0481/2013"	""	"&key=0"	""	"2014-02-05"	"668"	"580"	"69"	"19"	
"6104"	"B7-0013/2014 - Résolution"	""	""	""	""	"B7-0013/2014"	""	"&key=0"	""	"2014-01-15"	"671"	"647"	"14"	"10"	
"6859"	"A7-0135/2014 - Alejandro Cercas - § 38"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"607"	"464"	"127"	"16"	
"6215"	"A7-0053/2014 - Christofer Fjellner - Am 43"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"677"	"522"	"145"	"10"	
"7007"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 22/3"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"620"	"588"	"13"	"19"	
"6756"	"B7-0241/2014 - Am 24"	""	""	""	""	"B7-0241/2014"	""	"&key=0"	""	"2014-03-12"	"670"	"113"	"543"	"14"	
"6728"	"A7-0277/2013 - Andrea Zanoni - Am 132"	""	""	""	""	"A7-0277/2013"	""	"&key=0"	""	"2014-03-12"	"672"	"520"	"139"	"13"	
"6605"	"RC-B7-0201/2014 - § 2, point b)"	""	""	""	""	"RC-B7-0201/2014"	""	"&key=0"	""	"2014-02-27"	"597"	"523"	"63"	"11"	
"7042"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 98"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"607"	"551"	"40"	"16"	
"7288"	"A7-0147/2014 - Hynek Fajmon - Am 91"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"634"	"435"	"194"	"5"	
"6860"	"A7-0135/2014 - Alejandro Cercas - § 39/1"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"614"	"546"	"67"	"1"	
"7295"	"A7-0147/2014 - Hynek Fajmon - Am 126"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"629"	"428"	"179"	"22"	
"6939"	"RC-B7-0263/2014 - Am 21"	""	""	""	""	"RC-B7-0263/2014"	""	"&key=0"	""	"2014-03-13"	"450"	"43"	"388"	"19"	
"7035"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 83"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"593"	"515"	"68"	"10"	
"7340"	"A7-0101/2014 - Anthea McIntyre - § 97/2"	""	""	""	""	"A7-0101/2014"	""	"&key=0"	""	"2014-04-15"	"619"	"370"	"209"	"40"	
"7133"	"A7-0234/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0234/2014"	""	"&key=0"	""	"2014-04-03"	"591"	"508"	"63"	"20"	
"6916"	"A7-0159/2014 - Eider Gardiazábal Rubial - § 15"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"545"	"431"	"107"	"7"	
"6277"	"A7-0047/2014 - Anne Delvaux - § 4/5"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"656"	"354"	"297"	"5"	
"6361"	"A7-0047/2014 - Anne Delvaux - § 117/2"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"645"	"510"	"119"	"16"	
"6957"	"A7-0118/2014 - Nirj Deva - Résolution commission DEVE"	""	""	""	""	"A7-0118/2014"	""	"&key=0"	""	"2014-03-13"	"381"	"340"	"19"	"22"	
"7263"	"A7-0162/2014 - Mario Pirillo - Am 337"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"642"	"280"	"349"	"13"	
"7046"	"A7-0079/2014 - Peter Liese - Am 31"	""	""	""	""	"A7-0079/2014"	""	"&key=0"	""	"2014-04-03"	"538"	"104"	"430"	"4"	
"7335"	"A7-0300/2013 - Keith Taylor - Résolution législative"	""	""	""	""	"A7-0300/2013"	""	"&key=0"	""	"2014-04-15"	"616"	"532"	"79"	"5"	
"6304"	"A7-0047/2014 - Anne Delvaux - § 14"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"668"	"540"	"124"	"4"	
"6573"	"A7-0065/2014 - Wolf Klinz - § 28"	""	""	""	""	"A7-0065/2014"	""	"&key=0"	""	"2014-02-26"	"627"	"521"	"74"	"32"	
"7126"	"A7-0224/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0224/2014"	""	"&key=0"	""	"2014-04-03"	"596"	"512"	"73"	"11"	
"7486"	"B7-0367/2014 - Am 9"	""	""	""	""	"B7-0367/2014"	""	"&key=0"	""	"2014-04-17"	"558"	"98"	"449"	"11"	
