"Vote" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Policy.Area" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Period" "ALDE" "EPP_ED" "SOC" "CoalAE" "CoalAS" "CoalES"
"4729" 4730 35 1 2008-09-24 "Common approach to the use of the s" "" "Non" "Industry, research & energy" "RCV" "+" "551" 24 38 "2008-09-01" 1 1 1 1 1 1
"4730" 4731 35 1 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "535" 73 19 "2008-09-01" 1 1 1 1 1 1
"4731" 4732 35 2 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "-" "26" 623 11 "2008-09-01" 0 0 0 1 1 1
"4732" 4733 35 3 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "-" "15" 636 15 "2008-09-01" 0 0 0 1 1 1
"4733" 4734 35 4 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "635" 15 21 "2008-09-01" 1 1 1 1 1 1
"4734" 4735 35 5 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "539" 95 15 "2008-09-01" 1 1 1 1 1 1
"4735" 4736 35 6 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "631" 14 20 "2008-09-01" 1 1 1 1 1 1
"4736" 4737 35 7 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "557" 93 18 "2008-09-01" 1 1 1 1 1 1
"4737" 4738 35 8 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "654" 18 9 "2008-09-01" 1 1 1 1 1 1
"4738" 4739 35 9 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "569" 97 5 "2008-09-01" 1 1 1 1 1 1
"4739" 4740 35 10 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "637" 16 19 "2008-09-01" 1 1 1 1 1 1
"4740" 4741 35 11 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "549" 88 22 "2008-09-01" 1 1 1 1 1 1
"4741" 4742 35 12 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "632" 22 18 "2008-09-01" 1 1 1 1 1 1
"4742" 4743 35 13 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "544" 99 20 "2008-09-01" 1 1 1 1 1 1
"4743" 4744 35 14 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "563" 103 8 "2008-09-01" 1 1 1 1 1 1
"4744" 4745 35 15 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "560" 93 13 "2008-09-01" 1 1 1 1 1 1
"4745" 4746 35 16 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "-" "125" 519 23 "2008-09-01" 0 0 0 1 1 1
"4746" 4747 35 17 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "-" "112" 544 10 "2008-09-01" 0 0 0 1 1 1
"4747" 4748 35 18 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "595" 70 9 "2008-09-01" 1 1 1 1 1 1
"4748" 4749 35 19 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "-" "95" 563 16 "2008-09-01" 0 0 0 1 1 1
"4749" 4750 35 20 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "597" 69 9 "2008-09-01" 1 1 1 1 1 1
"4750" 4751 35 21 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "346" 312 6 "2008-09-01" 1 0 1 0 1 0
"4751" 4752 35 22 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "-" "104" 557 17 "2008-09-01" 0 0 0 1 1 1
"4752" 4753 35 23 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "664" 6 14 "2008-09-01" 1 1 1 1 1 1
"4753" 4754 35 24 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "623" 47 9 "2008-09-01" 1 1 1 1 1 1
"4754" 4755 35 25 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "-" "133" 314 220 "2008-09-01" 1 1 0 1 0 0
"4755" 4756 35 26 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "608" 52 11 "2008-09-01" 1 1 1 1 1 1
"4756" 4757 35 27 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "585" 79 10 "2008-09-01" 0 1 1 0 0 1
"4757" 4758 35 28 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "-" "24" 634 10 "2008-09-01" 0 0 0 1 1 1
"4758" 4759 35 29 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "554" 104 10 "2008-09-01" 1 1 1 1 1 1
"4759" 4760 35 30 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "557" 113 5 "2008-09-01" 1 1 1 1 1 1
"4760" 4761 35 31 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "-" "105" 541 14 "2008-09-01" 1 0 0 0 0 1
"4761" 4762 35 32 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "516" 122 21 "2008-09-01" 1 1 1 1 1 1
"4762" 4763 35 33 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "" "+" "554" 103 14 "2008-09-01" 1 1 1 1 1 1
"4763" 4764 35 34 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "561" 99 13 "2008-09-01" 1 1 1 1 1 1
"4764" 4765 35 35 2008-09-24 "Electronic communications networks " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "548" 88 14 "2008-09-01" 1 1 1 1 1 1
"4765" 4766 35 1 2008-09-24 "International Tropical Timber Agree" "*" "Leg" "International trade" "RCV" "+" "606" 8 13 "2008-09-01" 1 1 1 1 1 1
"4766" 4767 35 1 2008-09-24 "International Tropical Timber Agree" "" "Non" "International trade" "RCV" "+" "616" 9 10 "2008-09-01" 1 1 1 1 1 1
"4767" 4768 35 1 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "538" 88 7 "2008-09-01" 1 1 1 1 1 1
"4768" 4769 35 2 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "260" 347 16 "2008-09-01" 0 0 1 1 0 0
"4769" 4770 35 3 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "228" 362 46 "2008-09-01" 0 0 1 1 0 0
"4770" 4771 35 4 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "" "+" "310" 306 13 "2008-09-01" 1 0 1 0 1 0
"4771" 4772 35 5 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "" "+" "327" 289 10 "2008-09-01" 1 0 1 0 1 0
"4772" 4773 35 6 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "539" 79 16 "2008-09-01" 1 1 1 1 1 1
"4773" 4774 35 7 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "197" 289 132 "2008-09-01" 1 0 1 0 1 0
"4774" 4775 35 8 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "110" 369 146 "2008-09-01" 0 0 1 1 0 0
"4775" 4776 35 9 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "252" 365 12 "2008-09-01" 0 0 1 1 0 0
"4776" 4777 35 10 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "318" 289 11 "2008-09-01" 1 0 1 0 1 0
"4777" 4778 35 11 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "253" 345 21 "2008-09-01" 0 0 1 1 0 0
"4778" 4779 35 12 2008-09-24 "Commission's Legislative and Work P" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "102" 306 207 "2008-09-01" 1 0 0 0 0 1
"4779" 4780 35 1 2008-09-24 "Preparation of the EU-India Summit " "" "Non" "Foreign & security policy" "RCV" "+" "392" 44 29 "2008-09-01" 1 1 1 1 1 1
"4780" 4781 36 1 2008-09-25 "Community Media in Europe" "" "Non" "Culture & education" "RCV" "+" "471" 42 8 "2008-09-01" 1 1 1 1 1 1
"4781" 4782 36 1 2008-09-25 "VAT on insurance and financial serv" "*" "Leg" "Economics" "RCV" "+" "493" 90 10 "2008-09-01" 1 1 1 1 1 1
"4782" 4783 36 1 2008-09-25 "Area of Freedom, Security and Justi" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "268" 243 9 "2008-09-01" 0 1 0 0 1 0
"4783" 4784 36 2 2008-09-25 "Area of Freedom, Security and Justi" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "488" 88 19 "2008-09-01" 1 1 1 1 1 1
"4784" 4785 36 1 2008-09-25 "Concentration and pluralism in the " "" "Non" "Culture & education" "RCV" "+" "307" 262 28 "2008-09-01" 1 0 1 0 1 0
"4785" 4786 36 1 2008-09-25 "Controlling energy prices" "" "Non" "Industry, research & energy" "RCV" "-" "230" 349 17 "2008-09-01" 0 0 1 1 0 0
"4786" 4787 36 2 2008-09-25 "Controlling energy prices" "" "Non" "Industry, research & energy" "RCV" "+" "294" 268 8 "2008-09-01" 0 0 1 1 0 0
"4787" 4788 36 3 2008-09-25 "Controlling energy prices" "" "Non" "Industry, research & energy" "RCV" "+" "491" 91 19 "2008-09-01" 1 1 1 1 1 1
"4788" 4789 36 1 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "-" "128" 452 12 "2008-09-01" 1 0 0 0 0 1
"4789" 4790 36 2 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "-" "227" 331 17 "2008-09-01" 0 0 1 1 0 0
"4790" 4791 36 3 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "-" "60" 529 9 "2008-09-01" 0 0 0 1 1 1
"4791" 4792 36 4 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "+" "342" 237 9 "2008-09-01" 1 1 0 1 0 0
"4792" 4793 36 5 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "-" "42" 540 20 "2008-09-01" 0 0 0 1 1 1
"4793" 4794 36 6 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "-" "50" 528 11 "2008-09-01" 0 0 0 1 1 1
"4794" 4795 36 7 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "" "-" "242" 341 14 "2008-09-01" 0 0 1 1 0 0
"4795" 4796 36 8 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "-" "110" 479 11 "2008-09-01" 1 0 0 0 0 1
"4796" 4797 36 9 2008-09-25 "White Paper on Nutrition, Overweigh" "" "Non" "Environment & public health" "RCV" "+" "536" 37 20 "2008-09-01" 1 1 1 1 1 1
"4797" 4798 36 1 2008-09-25 "Cross-border collective copyright m" "" "Non" "Culture & education" "RCV" "+" "509" 24 29 "2008-09-01" 1 1 1 1 1 1
"4798" 4799 36 1 2008-09-25 "Social Package" "" "Non" "Employment & social affairs" "RCV" "-" "256" 292 19 "2008-09-01" 0 1 0 0 1 0
"4799" 4800 36 2 2008-09-25 "Social Package" "" "Non" "Employment & social affairs" "RCV" "-" "78" 469 18 "2008-09-01" 1 0 0 0 0 1
"4800" 4801 36 3 2008-09-25 "Social Package" "" "Non" "Employment & social affairs" "RCV" "-" "37" 486 34 "2008-09-01" 0 0 0 1 1 1
"4801" 4802 36 4 2008-09-25 "Social Package" "" "Non" "Employment & social affairs" "RCV" "-" "164" 382 39 "2008-09-01" 0 0 1 1 0 0
"4802" 4803 36 5 2008-09-25 "Social Package" "" "Non" "Employment & social affairs" "RCV" "-" "38" 517 11 "2008-09-01" 0 0 0 1 1 1
"4803" 4804 37 1 2008-10-09 "Communicating Europe in partnership" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "493" 48 30 "2008-09-01" 1 1 1 1 1 1
"4804" 4805 37 1 2008-10-09 "Protocol to the EC-Switzerland Agre" "***" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "542" 12 32 "2008-09-01" 1 1 1 1 1 1
"4805" 4806 37 1 2008-10-09 "Establishment of the European Crimi" "*" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "522" 40 19 "2008-09-01" 1 1 1 1 1 1
"4806" 4807 37 1 2008-10-09 "Stepping up the fight against undec" "" "Non" "Employment & social affairs" "RCV" "+" "479" 50 47 "2008-09-01" 1 1 1 1 1 1
"4807" 4808 37 1 2008-10-09 "Promoting social inclusion and comb" "" "Non" "Employment & social affairs" "RCV" "+" "540" 57 32 "2008-09-01" 1 1 1 1 1 1
"4808" 4809 37 1 2008-10-09 "EC-Ukraine Agreement in relation to" "*" "Leg" "International trade" "RCV" "+" "582" 16 15 "2008-09-01" 1 1 1 1 1 1
"4809" 4810 37 1 2008-10-09 "IASCF: Review of the constitution –" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "568" 27 43 "2008-09-01" 1 1 1 1 1 1
"4810" 4811 37 1 2008-10-09 "Situation in Belarus" "" "Non" "Foreign & security policy" "RCV" "+" "597" 31 22 "2008-09-01" 1 1 1 1 1 1
"4811" 4812 37 1 2008-10-09 "Suspension of the WTO Doha Round" "" "Non" "International trade" "RCV" "+" "567" 37 47 "2008-09-01" 1 1 1 1 1 1
"4812" 4813 37 1 2008-10-09 "Use by Parliament of the symbols of" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "524" 112 18 "2008-09-01" 1 1 1 1 1 1
"4813" 4814 37 2 2008-10-09 "Use by Parliament of the symbols of" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "503" 96 15 "2008-09-01" 1 1 1 1 1 1
"4814" 4815 37 1 2008-10-09 "Addressing the challenge of water s" "" "Non" "Environment & public health" "" "+" "445" 178 15 "2008-09-01" 0 1 1 0 0 1
"4815" 4816 37 2 2008-10-09 "Addressing the challenge of water s" "" "Non" "Environment & public health" "RCV" "+" "594" 45 12 "2008-09-01" 1 1 1 1 1 1
"4816" 4817 37 1 2008-10-09 "Arctic Governance" "" "Non" "Foreign & security policy" "RCV" "-" "281" 351 14 "2008-09-01" 0 0 1 1 0 0
"4817" 4818 37 2 2008-10-09 "Arctic Governance" "" "Non" "Foreign & security policy" "RCV" "+" "597" 23 41 "2008-09-01" 1 1 1 1 1 1
"4818" 4819 37 1 2008-10-09 "Implementation of the social legisl" "" "Non" "Employment & social affairs" "RCV" "+" "382" 232 36 "2008-09-01" 1 0 1 0 1 0
"4819" 4820 37 1 2008-10-09 "Lamfalussy follow up - Future Struc" "" "Non" "Economics" "RCV" "-" "349" 275 6 "2008-09-01" 1 0 1 0 1 0
"4820" 4821 37 2 2008-10-09 "Lamfalussy follow up - Future Struc" "" "Non" "Economics" "RCV" "-" "275" 374 10 "2008-09-01" 0 0 1 1 0 0
"4821" 4822 37 3 2008-10-09 "Lamfalussy follow up - Future Struc" "" "Non" "Economics" "RCV" "-" "279" 348 10 "2008-09-01" 0 0 1 1 0 0
"4822" 4823 37 4 2008-10-09 "Lamfalussy follow up - Future Struc" "" "Non" "Economics" "RCV" "+" "565" 74 18 "2008-09-01" 1 1 1 1 1 1
"4823" 4824 37 1 2008-10-09 "Together for Health: A Strategic Ap" "" "Non" "Environment & public health" "RCV" "+" "554" 23 21 "2008-09-01" 1 1 1 1 1 1
"4824" 4825 38 1 2008-10-21 "Addressing the challenge of the oil" "" "Non" "Industry, research & energy" "RCV" "+" "558" 33 26 "2008-09-01" 1 1 1 1 1 1
"4825" 4826 38 1 2008-10-21 "Agreement on Scientific and Technol" "*" "Leg" "Industry, research & energy" "RCV" "+" "633" 8 15 "2008-09-01" 1 1 1 1 1 1
"4826" 4827 38 1 2008-10-21 "Cooperation between the Internation" "*" "Leg" "Transport & tourism" "RCV" "+" "648" 6 15 "2008-09-01" 1 1 1 1 1 1
"4827" 4828 38 1 2008-10-21 "Civil liability in respect of the u" "***I" "Leg" "Juridical affairs" "RCV" "+" "634" 16 9 "2008-09-01" 1 1 1 1 1 1
"4828" 4829 38 1 2008-10-21 "Simple pressure vessels (codified v" "***I" "Leg" "Juridical affairs" "RCV" "+" "651" 17 9 "2008-09-01" 1 1 1 1 1 1
"4829" 4830 38 1 2008-10-21 "Supplementary protection certificat" "***I" "Leg" "Juridical affairs" "RCV" "+" "654" 14 8 "2008-09-01" 1 1 1 1 1 1
"4830" 4831 38 1 2008-10-21 "Application of the Protocol on the " "*" "Leg" "Juridical affairs" "RCV" "+" "643" 13 21 "2008-09-01" 1 1 1 1 1 1
"4831" 4832 38 1 2008-10-21 "Certain categories of agreements an" "*" "Leg" "Juridical affairs" "RCV" "+" "655" 13 9 "2008-09-01" 1 1 1 1 1 1
"4832" 4833 38 1 2008-10-21 "System of the Communities’ own reso" "*" "Leg" "Budget" "RCV" "+" "601" 44 32 "2008-09-01" 1 1 1 1 1 1
"4833" 4834 38 1 2008-10-21 "European Evidence Warrant for the p" "*" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "568" 67 34 "2008-09-01" 1 1 1 1 1 1
"4834" 4835 38 1 2008-10-21 "Recovery of cod stocks" "*" "Leg" "Fisheries" "RCV" "+" "636" 31 11 "2008-09-01" 1 1 1 1 1 1
"4835" 4836 38 1 2008-10-21 "Mobilising the Solidarity Fund of t" "" "Bud" "Budget" "RCV" "+" "647" 17 16 "2008-09-01" 1 1 1 1 1 1
"4836" 4837 38 1 2008-10-21 "Draft amending Budget No 7/2008" "" "Bud" "Budget" "RCV" "+" "649" 21 11 "2008-09-01" 1 1 1 1 1 1
"4837" 4838 38 1 2008-10-21 "Mobilisation of the European Global" "" "Bud" "Budget" "RCV" "+" "634" 32 19 "2008-09-01" 1 1 1 1 1 1
"4838" 4839 38 1 2008-10-21 "Building a Global Climate Change Al" "*" "Leg" "Development" "RCV" "+" "618" 45 25 "2008-09-01" 1 1 1 1 1 1
"4839" 4840 38 1 2008-10-21 "Governance and partnership at a nat" "" "Non" "Development" "RCV" "+" "593" 36 32 "2008-09-01" 1 1 1 1 1 1
"4840" 4841 38 1 2008-10-21 "Better lawmaking 2006 pursuant to A" "" "Non" "Juridical affairs" "RCV" "+" "611" 32 43 "2008-09-01" 1 1 1 1 1 1
"4841" 4842 38 1 2008-10-21 "24th Annual Report from the Commiss" "" "Non" "Juridical affairs" "RCV" "+" "613" 29 38 "2008-09-01" 1 1 1 1 1 1
"4842" 4843 38 1 2008-10-21 "Institutional aspects of Regulatory" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "619" 25 40 "2008-09-01" 1 1 1 1 1 1
"4843" 4844 38 1 2008-10-21 "Erasmus Mundus programme (2009-2013" "***I" "Leg" "Culture & education" "RCV" "+" "623" 56 5 "2008-09-01" 1 1 1 1 1 1
"4844" 4845 38 1 2008-10-21 "Safety rules and standards for pass" "***I" "Leg" "Juridical affairs" "RCV" "+" "662" 12 11 "2008-09-01" 1 1 1 1 1 1
"4845" 4846 38 1 2008-10-21 "Genetically modified micro-organism" "***I" "Leg" "Juridical affairs" "RCV" "+" "613" 20 55 "2008-09-01" 1 1 1 1 1 1
"4846" 4847 38 1 2008-10-21 "Statistical returns in respect of c" "***I" "Leg" "Juridical affairs" "RCV" "+" "653" 16 13 "2008-09-01" 1 1 1 1 1 1
"4847" 4848 38 1 2008-10-21 "Community statistics on trade betwe" "***I" "Leg" "Economics" "RCV" "+" "664" 13 6 "2008-09-01" 1 1 1 1 1 1
"4848" 4849 38 1 2008-10-21 "Applicable law in matrimonial matte" "*" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "522" 89 35 "2008-09-01" 1 1 1 1 1 1
"4849" 4850 38 1 2008-10-21 "Management of fishing fleets regist" "*" "Leg" "Fisheries" "RCV" "-" "72" 578 10 "2008-09-01" 0 0 0 1 1 1
"4850" 4851 38 2 2008-10-21 "Management of fishing fleets regist" "*" "Leg" "Fisheries" "RCV" "-" "65" 586 11 "2008-09-01" 0 0 0 1 1 1
"4851" 4852 38 3 2008-10-21 "Management of fishing fleets regist" "*" "Leg" "Fisheries" "RCV" "+" "531" 68 12 "2008-09-01" 1 1 1 1 1 1
"4852" 4853 39 1 2008-10-22 "Approval of the nomination of Baron" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "538" 40 63 "2008-09-01" 1 1 1 1 1 1
"4853" 4854 39 1 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "170" 376 121 "2008-09-01" 0 0 1 1 0 0
"4854" 4855 39 2 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "201" 371 102 "2008-09-01" 0 0 1 1 0 0
"4855" 4856 39 3 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "183" 375 132 "2008-09-01" 0 0 1 1 0 0
"4856" 4857 39 4 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "178" 389 117 "2008-09-01" 0 0 1 1 0 0
"4857" 4858 39 5 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "141" 410 142 "2008-09-01" 0 0 1 1 0 0
"4858" 4859 39 6 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "159" 409 126 "2008-09-01" 0 0 1 1 0 0
"4859" 4860 39 7 2008-10-22 "European Council meeting (15-16 Oct" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "499" 130 67 "2008-09-01" 1 1 1 1 1 1
"4860" 4861 39 1 2008-10-22 "Temporary workers" "***II" "Leg" "Employment & social affairs" "RCV" "-" "66" 617 15 "2008-09-01" 0 0 0 1 1 1
"4861" 4862 39 2 2008-10-22 "Temporary workers" "***II" "Leg" "Employment & social affairs" "RCV" "-" "60" 622 12 "2008-09-01" 0 0 0 1 1 1
"4862" 4863 39 3 2008-10-22 "Temporary workers" "***II" "Leg" "Employment & social affairs" "RCV" "-" "65" 618 12 "2008-09-01" 0 0 0 1 1 1
"4863" 4864 39 1 2008-10-22 "Multiannual Community programme on " "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "672" 9 19 "2008-09-01" 1 1 1 1 1 1
"4864" 4865 39 1 2008-10-22 "Promotion of clean road transport v" "***I" "Leg" "Environment & public health" "RCV" "+" "641" 37 24 "2008-09-01" 1 1 1 1 1 1
"4865" 4866 39 1 2008-10-22 "Variations to the terms of marketin" "***I" "Leg" "Environment & public health" "RCV" "+" "675" 21 8 "2008-09-01" 1 1 1 1 1 1
"4866" 4867 39 1 2008-10-22 "Protection of consumers in respect " "***I" "Leg" "Internal market & consumer protection" "RCV" "+" "674" 16 10 "2008-09-01" 1 1 1 1 1 1
"4867" 4868 39 1 2008-10-22 "Evaluation of the Australia-EU PNR " "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "610" 29 47 "2008-09-01" 1 1 1 1 1 1
"4868" 4869 39 1 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "64" 574 54 "2008-09-01" 0 0 0 1 1 1
"4869" 4870 39 2 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "79" 596 13 "2008-09-01" 0 0 0 1 1 1
"4870" 4871 39 3 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "" "+" "539" 145 11 "2008-09-01" 1 1 1 1 1 1
"4871" 4872 39 4 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "110" 415 163 "2008-09-01" 0 0 0 1 1 1
"4872" 4873 39 5 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "222" 416 53 "2008-09-01" 0 1 0 0 1 0
"4873" 4874 39 6 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "67" 616 12 "2008-09-01" 0 0 0 1 1 1
"4874" 4875 39 7 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "74" 559 57 "2008-09-01" 0 0 0 1 1 1
"4875" 4876 39 8 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "147" 527 20 "2008-09-01" 0 0 0 1 1 1
"4876" 4877 39 9 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "168" 360 160 "2008-09-01" 0 1 0 0 1 0
"4877" 4878 39 10 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "191" 327 174 "2008-09-01" 0 1 0 0 1 0
"4878" 4879 39 11 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "157" 484 55 "2008-09-01" 0 0 0 1 1 1
"4879" 4880 39 12 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "290" 389 20 "2008-09-01" 0 1 0 0 1 0
"4880" 4881 39 13 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "214" 412 67 "2008-09-01" 0 1 0 0 1 0
"4881" 4882 39 14 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "98" 562 25 "2008-09-01" 0 0 0 1 1 1
"4882" 4883 39 15 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "64" 610 13 "2008-09-01" 0 0 0 1 1 1
"4883" 4884 39 16 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "84" 457 142 "2008-09-01" 0 0 0 1 1 1
"4884" 4885 39 17 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "103" 415 158 "2008-09-01" 0 0 0 1 1 1
"4885" 4886 39 18 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "+" "550" 126 11 "2008-09-01" 1 1 1 1 1 1
"4886" 4887 39 19 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "141" 523 19 "2008-09-01" 0 0 0 1 1 1
"4887" 4888 39 20 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "RCV" "-" "104" 561 26 "2008-09-01" 0 0 0 1 1 1
"4888" 4889 39 21 2008-10-22 "Challenges to collective agreements" "" "Non" "Employment & social affairs" "" "-" "123" 543 19 "2008-09-01" 0 0 0 1 1 1
